origen,destino,costo,FECHA HORA salida,Fecha hora llegada
YUL,YQB,776,03/10/2016 08:25:00,03/10/2016 18:01:00
YUL,YQB,366,03/10/2016 08:53:00,03/10/2016 13:41:00
YUL,YQB,306,03/10/2016 13:50:00,04/10/2016 04:14:00
YUL,YQB,332,03/10/2016 16:25:00,04/10/2016 06:49:00
YUL,YQB,456,03/10/2016 16:32:00,04/10/2016 02:08:00
YUL,YQB,271,03/10/2016 18:28:00,04/10/2016 01:40:00
YUL,YQB,798,03/10/2016 19:02:00,03/10/2016 21:26:00
YUL,YQB,715,03/10/2016 22:19:00,04/10/2016 17:31:00
YUL,YQB,724,03/10/2016 23:42:00,04/10/2016 11:42:00
YUL,YQB,955,04/10/2016 04:53:00,04/10/2016 12:05:00
YUL,YQB,248,04/10/2016 05:09:00,04/10/2016 07:33:00
YUL,YQB,671,04/10/2016 05:51:00,04/10/2016 17:51:00
YUL,YQB,304,04/10/2016 06:39:00,04/10/2016 11:27:00
YUL,YQB,449,04/10/2016 07:09:00,04/10/2016 21:33:00
YUL,YQB,684,04/10/2016 16:01:00,05/10/2016 11:13:00
YUL,YQB,276,04/10/2016 18:47:00,04/10/2016 21:11:00
YUL,YQB,400,04/10/2016 19:10:00,04/10/2016 21:34:00
YUL,YQB,562,04/10/2016 21:11:00,05/10/2016 06:47:00
YUL,YQM,985,01/10/2016 19:18:00,01/10/2016 21:42:00
YUL,YQM,988,01/10/2016 22:15:00,02/10/2016 00:39:00
YUL,YQM,866,02/10/2016 05:25:00,03/10/2016 00:37:00
YUL,YQM,872,02/10/2016 11:58:00,03/10/2016 07:10:00
YUL,YQM,346,03/10/2016 00:16:00,03/10/2016 12:16:00
YUL,YQM,169,03/10/2016 06:17:00,03/10/2016 23:05:00
YUL,YQM,891,03/10/2016 07:29:00,03/10/2016 19:29:00
YUL,YQM,750,03/10/2016 18:33:00,04/10/2016 01:45:00
YUL,YQM,292,03/10/2016 18:50:00,04/10/2016 11:38:00
YUL,YQM,564,03/10/2016 22:58:00,04/10/2016 03:46:00
YUL,YQM,651,04/10/2016 21:58:00,05/10/2016 00:22:00
YUL,YSJ,730,01/10/2016 08:00:00,01/10/2016 20:00:00
YUL,YSJ,681,01/10/2016 09:13:00,01/10/2016 23:37:00
YUL,YSJ,371,01/10/2016 23:06:00,02/10/2016 13:30:00
YUL,YSJ,132,02/10/2016 01:08:00,02/10/2016 03:32:00
YUL,YSJ,185,02/10/2016 05:52:00,02/10/2016 22:40:00
YUL,YSJ,507,02/10/2016 12:12:00,03/10/2016 05:00:00
YUL,YSJ,301,03/10/2016 12:44:00,04/10/2016 00:44:00
YUL,YSJ,159,03/10/2016 23:22:00,04/10/2016 11:22:00
YUL,YSJ,226,04/10/2016 11:31:00,04/10/2016 13:55:00
YUL,YSJ,104,04/10/2016 16:27:00,05/10/2016 06:51:00
YUL,YSJ,471,04/10/2016 22:44:00,05/10/2016 08:20:00
YUL,YTZ,282,01/10/2016 00:47:00,01/10/2016 15:11:00
YUL,YTZ,712,01/10/2016 05:37:00,02/10/2016 00:49:00
YUL,YTZ,385,01/10/2016 06:58:00,01/10/2016 09:22:00
YUL,YTZ,685,01/10/2016 07:13:00,02/10/2016 02:25:00
YUL,YTZ,597,01/10/2016 16:27:00,01/10/2016 21:15:00
YUL,YTZ,416,01/10/2016 18:56:00,01/10/2016 21:20:00
YUL,YTZ,713,01/10/2016 21:13:00,02/10/2016 06:49:00
YUL,YTZ,931,02/10/2016 02:02:00,02/10/2016 21:14:00
YUL,YTZ,329,02/10/2016 13:08:00,02/10/2016 22:44:00
YUL,YTZ,906,02/10/2016 16:12:00,03/10/2016 09:00:00
YUL,YTZ,827,02/10/2016 19:26:00,03/10/2016 02:38:00
YUL,YTZ,448,02/10/2016 23:02:00,03/10/2016 06:14:00
YUL,YTZ,656,03/10/2016 03:26:00,03/10/2016 22:38:00
YUL,YTZ,630,03/10/2016 04:38:00,03/10/2016 23:50:00
YUL,YTZ,949,03/10/2016 14:11:00,03/10/2016 16:35:00
YUL,YTZ,912,03/10/2016 18:52:00,04/10/2016 06:52:00
YUL,YTZ,941,04/10/2016 07:41:00,04/10/2016 19:41:00
YUL,YTZ,713,04/10/2016 07:53:00,05/10/2016 00:41:00
YUL,YTZ,274,04/10/2016 15:11:00,04/10/2016 22:23:00
YUL,YTZ,367,04/10/2016 18:59:00,05/10/2016 04:35:00
YUL,YTZ,472,04/10/2016 19:40:00,05/10/2016 02:52:00
YUL,YTZ,577,04/10/2016 22:05:00,05/10/2016 12:29:00
YUL,YUY,544,01/10/2016 01:53:00,01/10/2016 16:17:00
YUL,YUY,843,01/10/2016 06:12:00,01/10/2016 18:12:00
YUL,YUY,221,01/10/2016 08:31:00,01/10/2016 13:19:00
YUL,YUY,398,01/10/2016 12:45:00,01/10/2016 15:09:00
YUL,YUY,424,01/10/2016 17:04:00,02/10/2016 00:16:00
YUL,YUY,310,01/10/2016 19:34:00,02/10/2016 02:46:00
YUL,YUY,533,01/10/2016 23:26:00,02/10/2016 09:02:00
YUL,YUY,489,02/10/2016 01:32:00,02/10/2016 08:44:00
YUL,YUY,814,02/10/2016 02:36:00,02/10/2016 12:12:00
YUL,YUY,444,02/10/2016 06:07:00,02/10/2016 20:31:00
YUL,YUY,466,02/10/2016 20:22:00,03/10/2016 10:46:00
YUL,YUY,338,03/10/2016 04:33:00,03/10/2016 11:45:00
YUL,YUY,711,03/10/2016 06:20:00,03/10/2016 23:08:00
YUL,YUY,743,03/10/2016 06:29:00,03/10/2016 20:53:00
YUL,YUY,556,03/10/2016 14:32:00,04/10/2016 09:44:00
YUL,YUY,856,03/10/2016 15:01:00,04/10/2016 05:25:00
YUL,YUY,752,03/10/2016 15:40:00,04/10/2016 10:52:00
YUL,YUY,265,03/10/2016 19:31:00,04/10/2016 02:43:00
YUL,YUY,230,03/10/2016 19:32:00,04/10/2016 07:32:00
YUL,YUY,177,04/10/2016 12:06:00,05/10/2016 00:06:00
YUL,YUY,265,04/10/2016 15:50:00,04/10/2016 20:38:00
YUL,YUY,351,04/10/2016 16:31:00,04/10/2016 21:19:00
YUL,YVO,457,01/10/2016 05:14:00,01/10/2016 17:14:00
YUL,YVO,495,01/10/2016 10:00:00,01/10/2016 22:00:00
YUL,YVO,174,01/10/2016 10:06:00,02/10/2016 02:54:00
YUL,YVO,863,01/10/2016 11:26:00,01/10/2016 18:38:00
YUL,YVO,615,01/10/2016 15:22:00,01/10/2016 17:46:00
YUL,YVO,154,01/10/2016 18:16:00,02/10/2016 11:04:00
YUL,YVO,263,01/10/2016 18:46:00,02/10/2016 06:46:00
YUL,YVO,807,02/10/2016 02:41:00,02/10/2016 07:29:00
YUL,YVO,911,02/10/2016 14:38:00,03/10/2016 09:50:00
YUL,YVO,657,02/10/2016 17:46:00,03/10/2016 00:58:00
YUL,YVO,749,02/10/2016 19:07:00,02/10/2016 21:31:00
YUL,YVO,114,02/10/2016 20:06:00,03/10/2016 00:54:00
YUL,YVO,735,02/10/2016 21:26:00,03/10/2016 14:14:00
YUL,YVO,223,02/10/2016 23:46:00,03/10/2016 04:34:00
YUL,YVO,502,03/10/2016 09:16:00,04/10/2016 04:28:00
YUL,YVO,473,03/10/2016 11:48:00,03/10/2016 16:36:00
YUL,YVO,472,03/10/2016 13:22:00,03/10/2016 18:10:00
YUL,YVO,136,03/10/2016 14:36:00,04/10/2016 09:48:00
YUL,YVO,660,03/10/2016 20:51:00,04/10/2016 04:03:00
YUL,YVO,121,04/10/2016 13:27:00,05/10/2016 03:51:00
YUL,YVO,665,04/10/2016 14:41:00,05/10/2016 05:05:00
YUL,YVO,452,04/10/2016 17:26:00,05/10/2016 05:26:00
YUL,YVP,529,01/10/2016 04:50:00,01/10/2016 19:14:00
YUL,YVP,778,01/10/2016 07:05:00,01/10/2016 23:53:00
YUL,YVP,723,01/10/2016 08:16:00,01/10/2016 17:52:00
YUL,YVP,163,01/10/2016 14:32:00,02/10/2016 02:32:00
YUL,YVP,625,02/10/2016 18:09:00,02/10/2016 20:33:00
YUL,YVP,805,03/10/2016 04:46:00,03/10/2016 19:10:00
YUL,YVP,988,03/10/2016 06:14:00,03/10/2016 08:38:00
YUL,YVP,206,03/10/2016 07:23:00,03/10/2016 09:47:00
YUL,YVP,376,03/10/2016 18:19:00,04/10/2016 11:07:00
YUL,YVP,548,03/10/2016 19:31:00,04/10/2016 09:55:00
YUL,YVP,180,04/10/2016 06:57:00,04/10/2016 09:21:00
YUL,YVR,474,01/10/2016 01:24:00,01/10/2016 11:00:00
YUL,YVR,937,01/10/2016 03:47:00,01/10/2016 20:35:00
YUL,YVR,911,01/10/2016 12:01:00,01/10/2016 14:25:00
YUL,YVR,427,01/10/2016 13:00:00,01/10/2016 15:24:00
YUL,YVR,338,01/10/2016 14:44:00,02/10/2016 09:56:00
YUL,YVR,995,01/10/2016 21:01:00,02/10/2016 04:13:00
YUL,YVR,960,02/10/2016 07:11:00,02/10/2016 14:23:00
YUL,YVR,355,02/10/2016 09:13:00,02/10/2016 14:01:00
YUL,YVR,599,02/10/2016 13:51:00,03/10/2016 06:39:00
YUL,YVR,666,02/10/2016 14:56:00,02/10/2016 22:08:00
YUL,YVR,964,02/10/2016 16:21:00,03/10/2016 11:33:00
YUL,YVR,546,02/10/2016 16:41:00,02/10/2016 21:29:00
YUL,YVR,448,03/10/2016 09:11:00,03/10/2016 18:47:00
YUL,YVR,451,03/10/2016 11:19:00,04/10/2016 04:07:00
YUL,YVR,967,03/10/2016 15:02:00,04/10/2016 07:50:00
YUL,YVR,675,03/10/2016 18:35:00,04/10/2016 11:23:00
YUL,YVR,219,04/10/2016 00:45:00,04/10/2016 12:45:00
YUL,YVR,756,04/10/2016 03:50:00,04/10/2016 13:26:00
YUL,YVR,250,04/10/2016 05:27:00,04/10/2016 07:51:00
YUL,YVR,487,04/10/2016 09:28:00,05/10/2016 02:16:00
YUL,YVR,375,04/10/2016 13:54:00,05/10/2016 04:18:00
YUL,YVR,786,04/10/2016 15:48:00,04/10/2016 20:36:00
YUL,YWG,767,01/10/2016 01:55:00,01/10/2016 21:07:00
YUL,YWG,514,01/10/2016 22:10:00,02/10/2016 02:58:00
YUL,YWG,239,02/10/2016 07:55:00,03/10/2016 03:07:00
YUL,YWG,954,02/10/2016 10:42:00,02/10/2016 20:18:00
YUL,YWG,412,02/10/2016 11:35:00,02/10/2016 13:59:00
YUL,YWG,916,02/10/2016 11:52:00,02/10/2016 14:16:00
YUL,YWG,726,02/10/2016 12:21:00,02/10/2016 14:45:00
YUL,YWG,746,02/10/2016 12:40:00,03/10/2016 00:40:00
YUL,YWG,632,02/10/2016 13:01:00,03/10/2016 08:13:00
YUL,YWG,475,02/10/2016 20:41:00,03/10/2016 13:29:00
YUL,YWG,913,02/10/2016 21:53:00,03/10/2016 17:05:00
YUL,YWG,388,02/10/2016 22:04:00,03/10/2016 05:16:00
YUL,YWG,866,02/10/2016 22:14:00,03/10/2016 12:38:00
YUL,YWG,485,03/10/2016 05:01:00,03/10/2016 17:01:00
YUL,YWG,888,03/10/2016 05:36:00,03/10/2016 08:00:00
YUL,YWG,747,03/10/2016 11:31:00,03/10/2016 23:31:00
YUL,YWG,476,03/10/2016 17:13:00,03/10/2016 22:01:00
YUL,YWG,235,03/10/2016 21:30:00,04/10/2016 11:54:00
YUL,YWG,114,04/10/2016 08:59:00,04/10/2016 13:47:00
YUL,YWG,479,04/10/2016 11:24:00,04/10/2016 21:00:00
YUL,YWG,243,04/10/2016 15:27:00,04/10/2016 20:15:00
YUL,YWG,941,04/10/2016 17:47:00,04/10/2016 22:35:00
YUL,YWK,365,01/10/2016 16:39:00,02/10/2016 07:03:00
YUL,YWK,445,01/10/2016 23:44:00,02/10/2016 04:32:00
YUL,YWK,292,02/10/2016 06:23:00,02/10/2016 08:47:00
YUL,YWK,799,02/10/2016 07:35:00,03/10/2016 02:47:00
YUL,YWK,468,02/10/2016 10:34:00,02/10/2016 15:22:00
YUL,YWK,697,02/10/2016 15:23:00,03/10/2016 00:59:00
YUL,YWK,905,02/10/2016 20:36:00,03/10/2016 03:48:00
YUL,YWK,831,03/10/2016 18:22:00,04/10/2016 06:22:00
YUL,YWK,140,04/10/2016 02:55:00,04/10/2016 10:07:00
YUL,YWK,941,04/10/2016 11:25:00,04/10/2016 21:01:00
YUL,YWK,883,04/10/2016 21:34:00,04/10/2016 23:58:00
YUL,YYC,368,01/10/2016 05:01:00,01/10/2016 19:25:00
YUL,YYC,144,01/10/2016 10:56:00,02/10/2016 01:20:00
YUL,YYC,617,01/10/2016 12:58:00,01/10/2016 15:22:00
YUL,YYC,577,01/10/2016 16:21:00,02/10/2016 01:57:00
YUL,YYC,503,02/10/2016 06:02:00,02/10/2016 10:50:00
YUL,YYC,779,02/10/2016 06:13:00,02/10/2016 20:37:00
YUL,YYC,640,02/10/2016 08:06:00,02/10/2016 22:30:00
YUL,YYC,599,02/10/2016 10:14:00,03/10/2016 03:02:00
YUL,YYC,566,02/10/2016 12:43:00,02/10/2016 19:55:00
YUL,YYC,711,02/10/2016 15:48:00,02/10/2016 20:36:00
YUL,YYC,899,02/10/2016 18:27:00,02/10/2016 20:51:00
YUL,YYC,513,03/10/2016 02:41:00,03/10/2016 09:53:00
YUL,YYC,252,03/10/2016 07:59:00,04/10/2016 03:11:00
YUL,YYC,169,03/10/2016 10:44:00,03/10/2016 22:44:00
YUL,YYC,870,03/10/2016 13:06:00,03/10/2016 15:30:00
YUL,YYC,243,03/10/2016 13:25:00,04/10/2016 01:25:00
YUL,YYC,363,03/10/2016 23:02:00,04/10/2016 06:14:00
YUL,YYC,427,04/10/2016 06:54:00,04/10/2016 23:42:00
YUL,YYC,615,04/10/2016 11:59:00,04/10/2016 14:23:00
YUL,YYC,592,04/10/2016 14:53:00,05/10/2016 07:41:00
YUL,YYC,507,04/10/2016 18:42:00,05/10/2016 04:18:00
YUL,YYC,335,04/10/2016 23:18:00,05/10/2016 16:06:00
YUL,YYG,871,01/10/2016 01:05:00,01/10/2016 15:29:00
YUL,YYG,487,01/10/2016 02:07:00,01/10/2016 18:55:00
YUL,YYG,733,01/10/2016 03:59:00,01/10/2016 23:11:00
YUL,YYG,704,01/10/2016 14:13:00,02/10/2016 07:01:00
YUL,YYG,128,01/10/2016 16:04:00,01/10/2016 20:52:00
YUL,YYG,844,02/10/2016 23:07:00,03/10/2016 13:31:00
YUL,YYG,485,03/10/2016 02:28:00,03/10/2016 12:04:00
YUL,YYG,690,03/10/2016 09:26:00,03/10/2016 21:26:00
YUL,YYG,970,03/10/2016 15:01:00,04/10/2016 10:13:00
YUL,YYG,333,03/10/2016 22:22:00,04/10/2016 05:34:00
YUL,YYG,637,04/10/2016 07:36:00,04/10/2016 12:24:00
YUL,YYT,296,01/10/2016 03:03:00,01/10/2016 19:51:00
YUL,YYT,629,01/10/2016 11:04:00,02/10/2016 06:16:00
YUL,YYT,573,01/10/2016 13:43:00,01/10/2016 23:19:00
YUL,YYT,735,02/10/2016 12:46:00,02/10/2016 19:58:00
YUL,YYT,424,02/10/2016 16:16:00,03/10/2016 01:52:00
YUL,YYT,399,03/10/2016 01:45:00,03/10/2016 08:57:00
YUL,YYT,900,03/10/2016 03:51:00,03/10/2016 13:27:00
YUL,YYT,650,04/10/2016 03:43:00,04/10/2016 18:07:00
YUL,YYT,834,04/10/2016 08:18:00,04/10/2016 13:06:00
YUL,YYT,464,04/10/2016 14:57:00,05/10/2016 07:45:00
YUL,YYT,928,04/10/2016 22:42:00,05/10/2016 13:06:00
YUL,YYY,396,01/10/2016 10:11:00,01/10/2016 14:59:00
YUL,YYY,870,01/10/2016 10:32:00,01/10/2016 20:08:00
YUL,YYY,993,01/10/2016 17:26:00,02/10/2016 07:50:00
YUL,YYY,495,02/10/2016 14:53:00,03/10/2016 10:05:00
YUL,YYY,559,03/10/2016 00:26:00,03/10/2016 05:14:00
YUL,YYY,353,03/10/2016 23:10:00,04/10/2016 08:46:00
YUL,YYY,396,04/10/2016 06:20:00,05/10/2016 01:32:00
YUL,YYY,283,04/10/2016 06:47:00,04/10/2016 21:11:00
YUL,YYY,493,04/10/2016 13:15:00,05/10/2016 06:03:00
YUL,YYY,481,04/10/2016 13:34:00,05/10/2016 03:58:00
YUL,YYY,255,04/10/2016 15:33:00,05/10/2016 10:45:00
YUL,YYZ,731,01/10/2016 03:00:00,01/10/2016 07:48:00
YUL,YYZ,108,01/10/2016 03:10:00,01/10/2016 07:58:00
YUL,YYZ,264,01/10/2016 07:21:00,01/10/2016 21:45:00
YUL,YYZ,312,01/10/2016 07:30:00,02/10/2016 02:42:00
YUL,YYZ,825,01/10/2016 10:48:00,01/10/2016 20:24:00
YUL,YYZ,709,01/10/2016 11:21:00,02/10/2016 01:45:00
YUL,YYZ,995,01/10/2016 13:24:00,01/10/2016 15:48:00
YUL,YYZ,262,01/10/2016 15:46:00,01/10/2016 20:34:00
YUL,YYZ,358,01/10/2016 15:57:00,01/10/2016 20:45:00
YUL,YYZ,514,01/10/2016 16:21:00,02/10/2016 06:45:00
YUL,YYZ,776,01/10/2016 16:38:00,01/10/2016 19:02:00
YUL,YYZ,630,01/10/2016 17:58:00,01/10/2016 20:22:00
YUL,YYZ,807,01/10/2016 18:35:00,02/10/2016 08:59:00
YUL,YYZ,713,01/10/2016 18:56:00,02/10/2016 06:56:00
YUL,YYZ,755,01/10/2016 21:35:00,02/10/2016 16:47:00
YUL,YYZ,702,01/10/2016 23:09:00,02/10/2016 11:09:00
YUL,YYZ,380,02/10/2016 00:50:00,02/10/2016 17:38:00
YUL,YYZ,358,02/10/2016 03:16:00,02/10/2016 22:28:00
YUL,YYZ,343,02/10/2016 03:39:00,02/10/2016 20:27:00
YUL,YYZ,201,02/10/2016 03:41:00,02/10/2016 13:17:00
YUL,YYZ,135,02/10/2016 04:23:00,02/10/2016 13:59:00
YUL,YYZ,467,02/10/2016 05:02:00,02/10/2016 17:02:00
YUL,YYZ,282,02/10/2016 11:28:00,03/10/2016 04:16:00
YUL,YYZ,205,02/10/2016 12:00:00,03/10/2016 04:48:00
YUL,YYZ,735,02/10/2016 12:28:00,03/10/2016 05:16:00
YUL,YYZ,110,02/10/2016 13:04:00,02/10/2016 22:40:00
YUL,YYZ,318,02/10/2016 13:55:00,02/10/2016 16:19:00
YUL,YYZ,730,02/10/2016 14:50:00,03/10/2016 00:26:00
YUL,YYZ,244,02/10/2016 15:29:00,03/10/2016 05:53:00
YUL,YYZ,477,02/10/2016 15:41:00,02/10/2016 20:29:00
YUL,YYZ,867,02/10/2016 17:40:00,03/10/2016 05:40:00
YUL,YYZ,828,02/10/2016 22:53:00,03/10/2016 01:17:00
YUL,YYZ,871,02/10/2016 23:41:00,03/10/2016 14:05:00
YUL,YYZ,524,02/10/2016 23:43:00,03/10/2016 09:19:00
YUL,YYZ,624,03/10/2016 07:26:00,03/10/2016 17:02:00
YUL,YYZ,937,03/10/2016 08:14:00,03/10/2016 20:14:00
YUL,YYZ,352,03/10/2016 08:47:00,03/10/2016 15:59:00
YUL,YYZ,818,03/10/2016 09:02:00,03/10/2016 16:14:00
YUL,YYZ,759,03/10/2016 11:20:00,04/10/2016 06:32:00
YUL,YYZ,390,03/10/2016 13:12:00,04/10/2016 08:24:00
YUL,YYZ,906,03/10/2016 13:37:00,03/10/2016 18:25:00
YUL,YYZ,576,03/10/2016 13:54:00,03/10/2016 23:30:00
YUL,YYZ,631,03/10/2016 15:32:00,04/10/2016 05:56:00
YUL,YYZ,636,03/10/2016 15:46:00,03/10/2016 18:10:00
YUL,YYZ,408,03/10/2016 17:23:00,04/10/2016 12:35:00
YUL,YYZ,653,03/10/2016 17:26:00,04/10/2016 07:50:00
YUL,YYZ,746,03/10/2016 17:41:00,03/10/2016 20:05:00
YUL,YYZ,409,03/10/2016 21:24:00,04/10/2016 07:00:00
YUL,YYZ,902,03/10/2016 21:37:00,04/10/2016 00:01:00
YUL,YYZ,549,04/10/2016 01:49:00,04/10/2016 11:25:00
YUL,YYZ,264,04/10/2016 02:00:00,04/10/2016 11:36:00
YUL,YYZ,930,04/10/2016 02:20:00,04/10/2016 21:32:00
YUL,YYZ,884,04/10/2016 04:13:00,04/10/2016 06:37:00
YUL,YYZ,653,04/10/2016 04:14:00,04/10/2016 09:02:00
YUL,YYZ,450,04/10/2016 04:56:00,04/10/2016 19:20:00
YUL,YYZ,849,04/10/2016 05:40:00,04/10/2016 15:16:00
YUL,YYZ,666,04/10/2016 06:28:00,04/10/2016 08:52:00
YUL,YYZ,336,04/10/2016 06:38:00,04/10/2016 18:38:00
YUL,YYZ,523,04/10/2016 08:07:00,04/10/2016 17:43:00
YUL,YYZ,101,04/10/2016 13:40:00,04/10/2016 23:16:00
YUL,YYZ,426,04/10/2016 14:29:00,05/10/2016 09:41:00
YUL,YYZ,302,04/10/2016 16:25:00,05/10/2016 11:37:00
YUL,YYZ,419,04/10/2016 17:59:00,05/10/2016 03:35:00
YUL,YYZ,470,04/10/2016 19:26:00,04/10/2016 21:50:00
YUL,YYZ,325,04/10/2016 21:22:00,04/10/2016 23:46:00
YUL,YYZ,298,04/10/2016 22:57:00,05/10/2016 06:09:00
YUL,YZV,766,01/10/2016 02:19:00,01/10/2016 07:07:00
YUL,YZV,498,01/10/2016 03:52:00,01/10/2016 13:28:00
YUL,YZV,913,01/10/2016 07:35:00,02/10/2016 02:47:00
YUL,YZV,656,01/10/2016 13:15:00,01/10/2016 18:03:00
YUL,YZV,660,01/10/2016 13:31:00,02/10/2016 08:43:00
YUL,YZV,273,01/10/2016 15:08:00,02/10/2016 05:32:00
YUL,YZV,767,01/10/2016 19:21:00,01/10/2016 21:45:00
YUL,YZV,356,02/10/2016 08:33:00,03/10/2016 03:45:00
YUL,YZV,169,02/10/2016 11:56:00,03/10/2016 07:08:00
YUL,YZV,183,02/10/2016 19:22:00,03/10/2016 00:10:00
YUL,YZV,974,03/10/2016 00:12:00,03/10/2016 19:24:00
YUL,YZV,973,03/10/2016 01:37:00,03/10/2016 04:01:00
YUL,YZV,170,03/10/2016 02:01:00,03/10/2016 09:13:00
YUL,YZV,487,03/10/2016 02:35:00,03/10/2016 21:47:00
YUL,YZV,695,03/10/2016 07:34:00,03/10/2016 19:34:00
YUL,YZV,949,03/10/2016 11:09:00,03/10/2016 23:09:00
YUL,YZV,785,03/10/2016 23:14:00,04/10/2016 04:02:00
YUL,YZV,854,04/10/2016 01:35:00,04/10/2016 15:59:00
YUL,YZV,681,04/10/2016 13:30:00,05/10/2016 08:42:00
YUL,YZV,705,04/10/2016 14:25:00,05/10/2016 07:13:00
YUL,YZV,604,04/10/2016 16:32:00,05/10/2016 04:32:00
YUL,YZV,604,04/10/2016 17:54:00,05/10/2016 13:06:00
YUT,YBK,588,01/10/2016 00:48:00,01/10/2016 08:00:00
YUT,YBK,298,01/10/2016 08:36:00,01/10/2016 13:24:00
YUT,YBK,983,01/10/2016 09:13:00,02/10/2016 04:25:00
YUT,YBK,286,01/10/2016 13:47:00,02/10/2016 04:11:00
YUT,YBK,536,02/10/2016 01:43:00,02/10/2016 18:31:00
YUT,YBK,297,02/10/2016 17:59:00,03/10/2016 13:11:00
YUT,YBK,988,03/10/2016 07:42:00,03/10/2016 17:18:00
YUT,YBK,683,03/10/2016 21:50:00,04/10/2016 14:38:00
YUT,YBK,704,04/10/2016 02:09:00,04/10/2016 21:21:00
YUT,YBK,317,04/10/2016 15:07:00,05/10/2016 10:19:00
YUT,YBK,918,04/10/2016 15:17:00,04/10/2016 20:05:00
YUT,YRT,129,01/10/2016 05:50:00,02/10/2016 01:02:00
YUT,YRT,698,01/10/2016 12:04:00,02/10/2016 02:28:00
YUT,YRT,616,01/10/2016 12:13:00,01/10/2016 14:37:00
YUT,YRT,887,01/10/2016 17:36:00,02/10/2016 08:00:00
YUT,YRT,377,02/10/2016 10:35:00,02/10/2016 17:47:00
YUT,YRT,509,03/10/2016 00:36:00,03/10/2016 19:48:00
YUT,YRT,542,03/10/2016 08:42:00,04/10/2016 03:54:00
YUT,YRT,739,03/10/2016 12:42:00,04/10/2016 00:42:00
YUT,YRT,224,03/10/2016 21:08:00,03/10/2016 23:32:00
YUT,YRT,222,04/10/2016 03:09:00,04/10/2016 12:45:00
YUT,YRT,322,04/10/2016 14:18:00,05/10/2016 09:30:00
YUT,YZS,715,01/10/2016 06:26:00,01/10/2016 13:38:00
YUT,YZS,595,01/10/2016 07:18:00,01/10/2016 21:42:00
YUT,YZS,894,02/10/2016 04:01:00,02/10/2016 20:49:00
YUT,YZS,372,02/10/2016 06:22:00,02/10/2016 15:58:00
YUT,YZS,375,02/10/2016 15:11:00,03/10/2016 00:47:00
YUT,YZS,874,02/10/2016 17:23:00,03/10/2016 02:59:00
YUT,YZS,627,03/10/2016 04:05:00,03/10/2016 16:05:00
YUT,YZS,841,03/10/2016 07:20:00,03/10/2016 14:32:00
YUT,YZS,774,03/10/2016 17:17:00,04/10/2016 02:53:00
YUT,YZS,290,03/10/2016 23:40:00,04/10/2016 14:04:00
YUT,YZS,669,04/10/2016 23:48:00,05/10/2016 02:12:00
YUX,YFB,763,01/10/2016 00:16:00,01/10/2016 05:04:00
YUX,YFB,572,01/10/2016 02:08:00,01/10/2016 04:32:00
YUX,YFB,312,01/10/2016 02:42:00,01/10/2016 12:18:00
YUX,YFB,721,01/10/2016 07:11:00,01/10/2016 19:11:00
YUX,YFB,231,01/10/2016 09:33:00,01/10/2016 16:45:00
YUX,YFB,463,01/10/2016 14:26:00,01/10/2016 21:38:00
YUX,YFB,467,02/10/2016 04:00:00,02/10/2016 16:00:00
YUX,YFB,699,02/10/2016 06:52:00,03/10/2016 02:04:00
YUX,YFB,500,02/10/2016 16:16:00,03/10/2016 06:40:00
YUX,YFB,577,02/10/2016 17:27:00,02/10/2016 19:51:00
YUX,YFB,803,02/10/2016 23:27:00,03/10/2016 09:03:00
YUX,YFB,190,03/10/2016 01:46:00,03/10/2016 20:58:00
YUX,YFB,677,03/10/2016 16:32:00,04/10/2016 02:08:00
YUX,YFB,691,03/10/2016 17:26:00,04/10/2016 07:50:00
YUX,YFB,129,03/10/2016 17:31:00,03/10/2016 19:55:00
YUX,YFB,728,03/10/2016 22:35:00,04/10/2016 08:11:00
YUX,YFB,388,04/10/2016 04:41:00,04/10/2016 19:05:00
YUX,YFB,534,04/10/2016 06:24:00,04/10/2016 23:12:00
YUX,YFB,863,04/10/2016 09:30:00,04/10/2016 16:42:00
YUX,YFB,252,04/10/2016 20:01:00,05/10/2016 12:49:00
YUX,YFB,736,04/10/2016 20:27:00,05/10/2016 13:15:00
YUX,YFB,927,04/10/2016 23:39:00,05/10/2016 16:27:00
YUY,YUL,454,01/10/2016 01:50:00,01/10/2016 11:26:00
YUY,YUL,961,01/10/2016 02:03:00,01/10/2016 21:15:00
YUY,YUL,287,01/10/2016 14:40:00,01/10/2016 19:28:00
YUY,YUL,617,01/10/2016 15:03:00,01/10/2016 17:27:00
YUY,YUL,541,01/10/2016 17:15:00,02/10/2016 07:39:00
YUY,YUL,647,02/10/2016 04:42:00,02/10/2016 16:42:00
YUY,YUL,873,02/10/2016 06:31:00,02/10/2016 16:07:00
YUY,YUL,943,02/10/2016 21:06:00,03/10/2016 06:42:00
YUY,YUL,536,02/10/2016 21:38:00,03/10/2016 07:14:00
YUY,YUL,469,02/10/2016 23:19:00,03/10/2016 18:31:00
YUY,YUL,643,02/10/2016 23:58:00,03/10/2016 02:22:00
YUY,YUL,712,03/10/2016 00:48:00,03/10/2016 15:12:00
YUY,YUL,544,03/10/2016 02:55:00,03/10/2016 19:43:00
YUY,YUL,391,03/10/2016 10:12:00,04/10/2016 05:24:00
YUY,YUL,807,03/10/2016 13:14:00,03/10/2016 22:50:00
